Until the End of the World	1991	Sam Neill	1947	NULL	[Eugene Fitzpatrick]
Hocus Pocus	1993	Omri Katz	1976	NULL	[Max]
Mad About Mambo	2000	Tim Loane	NULL	NULL	[Brother McBride]
Seeking Temporary Wife	2003	Lars Väringer	1951	NULL	[Kjell]
Just Desserts	2004	Bruce Thomas	1961	NULL	[Jim]
In from the Night	2006	Nicholas Ballas	NULL	NULL	[Abe Nolan]
Lupin the 3rd: Napoleon's Dictionary	1991	Makio Inoue	1938	2019	[Goemon Ishikawa XIII]
An American Affair	2008	Jermaine Crawford	1992	NULL	[Andre]
Executive Order	2020	Aldri Anunciação	1977	NULL	[Ivan]
The Wave	2008	Jürgen Vogel	1968	NULL	[Rainer Wenger]
Mother's Love	2022	Edeen Bhugeloo	1988	NULL	[Jean-Pierre]
A Warrior's Heart	2011	Ridge Canipe	1994	NULL	[Keegan Sullivan]
A Christmas Love	2020	Adam Weston Poell	NULL	NULL	[Rock]
Rise and Shine, Benedict Stone	2021	Viv Leacock	1974	NULL	[Harry]
Shark Night	2011	Chris Carmack	1980	NULL	[Dennis]
CBGB	2013	Richard de Klerk	1984	NULL	[Taxi]
Dead Souls	2012	J.H. Torrance Downes	NULL	NULL	[Benjamin Conroy]
Endless Love	2014	Rhys Wakefield	NULL	NULL	[Keith Butterfield]
Papusza	2013	Patryk Dytlow	NULL	NULL	[Tobar]
Wedding Planner Mystery	2014	Brandon Beemer	1980	NULL	[Holt Walker]
Juarez 2045	2017	Adam Scorgie	1980	NULL	[A.D.A.M.]
Quakers: That of God in Everyone	2015	Lucas Bentley	NULL	NULL	[Daniel Boone]
Almost Home	2018	Sean Martini	NULL	NULL	[Critter]
The Queen of Sin	2018	Richard de Klerk	1984	NULL	[Jack Wickley]
Cherry	2021	Tom Holland	1996	NULL	[Cherry]
Easter Parade	1948	Fred Astaire	1899	1987	[Don Hewes]
Innocents in Paris	1953	Peter Illing	1899	1966	[Panitov]
The Neanderthal Man	1953	Robert Shayne	1900	1992	[Prof. Clifford Groves]
The President's Lady	1953	Whitfield Connor	1916	1988	[Lewis Robards]
The Exterminating oscar	1962	Augusto Benedico	1909	1992	[Carlos Conde]
Heroes of Fort Worth	1965	Umberto Raho	1922	2016	[Col. Maxfield]
The Graduate	1967	Norman Fell	1924	1998	[Mr. McCleery]
A Taste of Blood	1967	William Kerwin	1927	1989	[Dr. Hank Tyson]
A Man Called Sledge	1970	James Garner	1928	2014	[Luther Sledge]
Get Mean	1975	Raf Baldassarre	1932	1995	[Diego]
Vigilante Force	1976	David Doyle	1929	1997	[Homer Arno]
Wu ye li ren	1986	Ken Boyle	NULL	NULL	NULL
Star Trek IV: The Voyage Home	1986	Leonard Nimoy	1931	2015	[Spock]
Society	1989	Billy Warlock	1961	NULL	[Bill Whitney]
The Lovers on the Bridge	1991	Denis Lavant	1961	NULL	[Alex]
The Big Lebowski	1998	Peter Stormare	1953	NULL	[Nihilist #1, Uli Kunkel]
The Big Lebowski	1998	Peter Stormare	1953	NULL	['Karl Hungus']
Mystery, Alaska	1999	Russell Crowe	1964	NULL	[John Biebe]
When Love Is Lust	1973	Umberto Raho	1922	2016	[Don Claudio]
Timecode	2000	Xander Berkeley	1955	NULL	[Evan Wantz]
Carolina	2003	John Capodice	1941	NULL	[Ernie the Cook]
A Sound of Thunder	2005	David Oyelowo	1976	NULL	[Marcus Payne]
Beerfest	2006	Jay Chandrasekhar	1968	NULL	[Barry]
Beerfest	2006	Jay Chandrasekhar	1968	NULL	[Blind Sikh]
Birders	2019	Mark Conway	NULL	NULL	[Teacher & Bird Bander]
Sex & Drugs & Rock & Roll	2010	Tom Hughes	1986	NULL	[Chaz Jankel]
Tortoise in Love	2012	Tom Yates	NULL	NULL	[Harry]
Deadly Code	2013	Peter Stormare	1953	NULL	[Ink]
Hunt for the Labyrinth Killer	2013	Michael Nouri	1945	NULL	[Galen Anderson]
Captive	2015	David Oyelowo	1976	NULL	[Brian Nichols]
Beyond the Sky	2018	Peter Stormare	1953	NULL	[Peter Norton]
MFKZ	2017	Gilbert Lévy	1949	NULL	[Professor Fagor]
MFKZ	2017	Gilbert Lévy	1949	NULL	[TV newsman]
Outrage Coda	2017	Pierre Taki	1967	NULL	[Hanada]
Man Camp	2019	Pete Gardner	1964	NULL	[Alan]
One Nation, One King	2018	Denis Lavant	1961	NULL	[Marat]
The Hunchback of Notre Dame	1939	Cedric Hardwicke	1893	1964	[Frollo]
The Hunchback of Notre Dame	1939	Walter Hampden	1879	1955	[Archdeacon]
The Last Hunt	1956	Russ Tamblyn	1934	NULL	[Jimmy O'Brien]
Cimarron	1960	Russ Tamblyn	1934	NULL	[William Hardy]
Cimarron	1960	Russ Tamblyn	1934	NULL	[The Cherokee Kid]
Hatchet for the Honeymoon	1970	Stephen Forsyth	NULL	NULL	[John Harrington]
The Tall Blond Man with One Black Shoe	1972	Robert Castel	1933	2020	[Georghiu]
Screams of a Winter Night	1979	Ray Gaspard	1954	NULL	[Harper]
Screams of a Winter Night	1979	Ray Gaspard	1954	NULL	[Billy]
The Private Eyes	1980	Don Knotts	1924	2006	[Inspector Winship]
Cantonen Iron Kung Foo	1979	Chiu Lee	NULL	NULL	NULL
Dead End Drive-In	1986	Dave Gibson	NULL	NULL	[Dave]
Snake Eater	1989	Ronnie Hawkins	1935	2022	[King]
Bernie	1996	Pascal Ternisien	NULL	NULL	[Edouard Clermont]
The Big Lebowski	1998	Steve Buscemi	1957	NULL	[Theodore Donald 'Donny' Kerabatsos]
Mad About Mambo	2000	Russell Smith	NULL	NULL	[Gary]
Ironclad	2011	Jamie Foreman	1958	NULL	[Jedediah Coteral]
Finding Jesus	2020	Lanny Norris	NULL	NULL	[Orbit]
Finding Jesus	2020	Lanny Norris	NULL	NULL	[Button]
Meek's Cutoff	2010	Paul Dano	1984	NULL	[Thomas Gately]
Tortoise in Love	2012	Steven Elder	NULL	NULL	[Brendan]
Minutes to Midnight	2018	Christopher Judge	1964	NULL	[Ranger Taso]
Irrational Man	2015	Joe Stapleton	1963	2018	[Professor]
Red Billabong	2016	Gregory J. Fryer	NULL	NULL	[Mr. Garvey]
Red Devil	2019	Cavin Cornwall	NULL	NULL	[Dylan Daley]
Hotel Transylvania 3: Summer Vacation	2018	Steve Buscemi	1957	NULL	[Wayne]
Othello	2016	David Serero	NULL	NULL	[Othello]
Sea to Shining Sea	2017	Robert Boerleider	NULL	NULL	[Boerleider]
The Next Kill	2018	Jarrett King	NULL	NULL	[Cowboy]
A Taste of Blood	1967	Lawrence Tobin	NULL	NULL	[Det. Crane]
I Drink Your Blood	1970	Richard Bowler	1898	1987	[Doc Banner]
Delirium	1979	Garrett Bergfeld	NULL	NULL	[Mark]
Once Bitten	1985	Stuart Charno	1956	NULL	[Cabin Boy Vampire]
Letters to Juliet	2010	Gael García Bernal	1978	NULL	[Victor]
Mission London	2010	Ralph Brown	1957	NULL	[Detective Collway]
A Warrior's Heart	2011	Xander Ritz	NULL	NULL	[Sierra Assistant Coach]
Head Over Heels	2010	Bruno Garcia	1970	NULL	[João Luiz Segretto]
The Congress	2013	Danny Huston	1962	NULL	[Jeff]
Getaway	2013	Dejan Angelov	1980	NULL	[Henchman #3]
Noble Fir	2014	Chad M. Saunders	NULL	NULL	[Travis]
Red Billabong	2016	Philippe Deseck	NULL	NULL	[Richards Man #3]
Contract to Kill	2016	Andrei Stanciu	NULL	NULL	[Matt Beck]
Prey, in Cold Blood	2016	Sean Hasketh	NULL	NULL	[Richard]
The Hows of Us	2018	Kit Thompson	1997	NULL	[Darwin]
Cherry	2021	Michael Gandolfini	1999	NULL	[Cousin Joe]
Glory at Sea	1952	Hugh Williams	1904	1969	[Captain David G. Wilson, Division Commander]
Camelot	1967	Gary Marshal	1933	2019	[Sir Lionel]
Redneck	1973	Mark Lester	1958	NULL	[Lennox Duncan]
The World's Greatest Athlete	1973	Roscoe Lee Browne	1922	2007	[Gazenga]
Breakout	1975	Emilio Fernández	1904	1986	[J.V.]
Chinese Roulette	1976	Roland Henschke	1939	NULL	[Beggar]
The Contract	1978	Michael Hui	1942	NULL	[Chih-Wen]
Mazes and Monsters	1982	Tom Hanks	1956	NULL	[Robbie Wheeling]
King Size	1988	Maciej Kozlowski	1957	2010	[Was]
Joe Versus the Volcano	1990	Tom Hanks	1956	NULL	[Joe]
Philadelphia	1993	Tom Hanks	1956	NULL	[Andrew Beckett]
The Assignment	1997	Von Flores	1960	NULL	[Koj]
Executive Order	2020	Emicida	NULL	NULL	[Berto]
The Wave	2008	Maximilian Vollmar	1985	NULL	[Bomber]
I Propose We Never See Each Other Again After Tonight	2020	Matthew Kennedy	NULL	NULL	[Rick]
Camino	2008	Lucas Manzano	NULL	NULL	[Cuco]
The Blackwell Ghost 5	2020	Ed Thomas	NULL	NULL	[Andrew Burton]
The Numbers Station	2013	Bryan Dick	1978	NULL	[David]
Hot Water	2021	Max Adler	1986	NULL	[Danny 'Dog' Bassett]
Fixing Pete	2011	Freedom Bridgewater	NULL	NULL	[Jim]
Un mondo nuovo	2014	Orlando Cinque	1972	NULL	[Eugenio Colorni]
Fractured	2019	Chris Sigurdson	NULL	NULL	[Dr. Lucado]
The Academy of Magic	2020	Ben Diskin	1982	NULL	[Yodel]
The Academy of Magic	2020	Ben Diskin	1982	NULL	[Yodel]
The Post	2017	Tom Hanks	1956	NULL	[Ben Bradlee]
The Queen of Sin	2018	Sergio Di Zio	1972	NULL	[Detective Dagliesh]
The Snows of Kilimanjaro	1952	Marcel Dalio	1899	1983	[Emile]
The Killer Is Loose	1956	John Beradino	1917	1996	[Mac]
The Killer Is Loose	1956	Paul Bryar	1910	1985	[Greg Boyd]
Murders in the Rue Morgue	1971	Michael Dunn	1934	1973	[Pierre Triboulet]
The Private Eyes	1980	Irwin Keyes	1952	2015	[Jock]
Until the End of the World	1991	Pietro Falcone	NULL	NULL	[Mario]
High Risk	1995	Jacky Cheung	1961	NULL	[Frankie Lone]
The Echo of Thunder	1998	Michael Caton	1943	NULL	[Bill Gadrey]
Croupier	1998	Clive Owen	1964	NULL	[Jack Manfred]
Gods and Generals	2003	Bruce Boxleitner	1950	NULL	[Gen. James Longstreet]
High Roller: The Stu Ungar Story	2003	Michael Pasternak	1955	NULL	[The Stranger]
Tristan + Isolde	2006	David O'Hara	1965	NULL	[Donnchadh]
Today You Die	2005	Jamie McShane	1966	NULL	[Vincent]
The Shopaholics	2006	Kar-Ying Law	1947	NULL	[West Ho]
Pumpkinhead 4: Blood Feud	2007	Bradley Taylor	NULL	NULL	[Ricky]
Coming Down the Mountain	2007	Josh Cohen	NULL	NULL	[Rob]
Ironclad	2011	Jason Flemyng	1966	NULL	[Gil Becket]
Mystery Team	2009	Dominic Dierkes	1984	NULL	[Charlie]
This Is Where I Leave You	2014	Timothy Olyphant	1968	NULL	[Horry Callen]
Hunt for the Labyrinth Killer	2013	John Kapelos	1956	NULL	[Detective Brady]
Prisoner X	2016	Gianpaolo Venuta	NULL	NULL	[Jim]
Phantom Detective	2016	Im-Cheol Seo	NULL	NULL	[Myeong-wol-ri resident grandfather]
The Next Kill	2018	David Harper	NULL	NULL	[Time Keeper]
Wrestle	2018	Jamario Rowe	NULL	NULL	NULL
The Domain	2019	João Pedro Mamede	NULL	NULL	[Miguel]
The 400 Blows	1959	François Nocher	1944	NULL	[Un délinquant]
Home from the Hill	1960	George Hamilton	1939	NULL	[Theron Hunnicutt]
Fahrenheit 451	1966	Cyril Cusack	1910	1993	[Captain Beatty]
Punishment Island	1966	Nakajirô Tomita	1911	1990	NULL
Christiane F.	1981	Eberhard Auriga	NULL	NULL	[Alter Fixer]
Diary for My Children	1984	Pál Zolnay	1928	1995	[Nagypapa]
1984	1984	Cyril Cusack	1910	1993	[Charrington]
1492: Conquest of Paradise	1992	Loren Dean	1969	NULL	[Older Fernando]
Heaven & Earth	1993	Tommy Lee Jones	1946	NULL	[Steve Butler]
Blue Chips	1994	Cylk Cozart	1957	NULL	[Slick]
Tycoon's Interpreter	2006	Sergey Garmash	1958	NULL	[Oleg]
Hachi: A Dog's Tale	2009	Richard Gere	1949	NULL	[Parker Wilson]
Clash	2009	François de la Torre	NULL	NULL	[Frenchman #5]
Noble Fir	2014	Matthew Goes	NULL	NULL	[Dylan]
Loving Vincent	2017	Robert Gulaczyk	1983	NULL	[Vincent van Gogh]
The Pack	2015	Charles Mayer	NULL	NULL	[Bank Manager]
Three Christs	2017	Richard Gere	1949	NULL	[Dr. Stone]
Contraband Spain	1955	John Warwick	1905	1972	[Bryan - Manager of the Sportsadrome]
A Man Called Sledge	1970	Wayde Preston	1929	1992	[Sheriff Ripley]
The Green Room	1978	Jean-Pierre Moulin	1933	NULL	[Gerard Mazet]
Delirium	1979	Turk Cekovsky	NULL	NULL	[Paul Dollinger]
Deep Blood	1990	John K. Brune	NULL	NULL	[John]
Society	1989	Charles Lucia	1946	NULL	[Jim Whitney]
Rose Hill	1997	Tristan Tait	1971	NULL	[Travis Clayborne]
Smoke Signals	1998	Gary Farmer	1953	NULL	[Arnold Joseph]
The Convent	2000	Jim Golden	NULL	NULL	[Biff]
The Express	2008	Darrin Dewitt Henson	1972	NULL	[Jim Brown]
Los Hijos de San Luis	2020	Ignacio de la Puerta	NULL	NULL	[Capitán Lautrec]
No Escapes	2020	Tikhon Zhiznevskiy	1988	NULL	[Maksim Shustov]
Clash	2009	Hieu Hien	NULL	NULL	[Phong]
Against the Sun	2014	Garret Dillahunt	NULL	NULL	[Harold Dixon]
When a Wolf Falls in Love with a Sheep	2012	Chen-Nan Tsai	1954	NULL	[Photocopy shop boss]
Endgame	2015	Ivan Cisneros	NULL	NULL	[Peter]
She Has a Name	2016	Joseph Adams	1956	NULL	[Ambassador Stevens]
Somebody's Xylophone	2016	Masanobu Katsumura	1963	NULL	[Sayoko's husband]
Among Thieves	2019	Randy Vasquez	NULL	NULL	[Hector]
Truth and Justice	2019	Ott Raidmets	NULL	NULL	[Valley Joosep]
The Angry Red Planet	1959	J. Edward McKinley	1916	2004	[Prof. Paul Weiner]
Zombie Lake	1981	Youri Radionow	1928	NULL	[Chanac]
Rose Hill	1997	David Newsom	1962	NULL	[John Stringer]
Two Came Back	1997	David Gail	1965	NULL	[Matt]
Traffic	2000	Michael Saucedo	1970	NULL	[Desert Truck Driver]
Disappearing Acts	2000	Wesley Snipes	1962	NULL	[Franklin Swift]
Mickey, Donald, Goofy: The Three Musketeers	2004	Wayne Allwine	1947	2009	[Mickey Mouse]
R.I.P.D.	2013	Mike O'Malley	1966	NULL	[Elliot]
Unnatural Causes	2008	Roger Delmont	1975	NULL	[Daniel]
Bruh.mp4	2020	Jake Alexander Williams	NULL	NULL	[Chad]
Peacock	2010	Flynn Milligan	NULL	NULL	[Jake]
Circumstances 2: The Chase	2020	Tony Lee Gratz	NULL	NULL	[Agent Dean]
This Is Where I Leave You	2014	Corey Stoll	1976	NULL	[Paul Altman]
Dark Places	2015	Corey Stoll	1976	NULL	[Ben Day]
The Gunman	2015	Peter Franzén	1971	NULL	[Reiniger]
My Brilliant Life	2014	Seong-mok Cho	NULL	NULL	[Ah-reum]
Mr. Weekend	2020	Mario Ponce	NULL	NULL	[Hector Valdon]
Wrestle	2018	Chris Scribner	NULL	NULL	NULL
Paper Spiders	2020	David Rasche	1944	NULL	[Bill Hoffman]
Nana	1926	Pierre Champagne	1894	1927	[Hector de la Faloise]
The Stranger Wore a Gun	1953	Ernest Borgnine	1917	2012	[Bull Slager]
Monsieur Hulot's Holiday	1953	Raymond Carl	NULL	NULL	[Waiter]
Those Desperate Men Who Smell of Dirt and Death	1969	Ernest Borgnine	1917	2012	[Don Pedro Sandoval]
The Green Room	1978	Serge Rousseau	1930	2007	[Paul Masigny]
Eating Raoul	1982	Paul Bartel	1938	2000	[Paul Bland]
Death of a Salesman	1985	Jon Polito	1950	2016	[Howard Wagner]
Homeboy	1988	Jon Polito	1950	2016	[Moe Fingers]
Prey of the Jaguar	1996	Paul Bartel	1938	2000	[Toymaker]
The Last Musketeer	2000	Eric Deacon	1950	NULL	[Charles Drew]
Silence	2016	Andrew Garfield	1983	NULL	[Rodrigues]
The Legend of Hei	2019	Khoi Dao	1999	NULL	[Xuhuai (Void)]
The Legend of Hei	2019	Khoi Dao	1999	NULL	[Xuhuai (Void)]
Asylum: Twisted Horror and Fantasy Tales	2020	Germán Baudino	NULL	NULL	[Madman 1 (segment Asylum)]
Ironclad	2011	Charles Dance	1946	NULL	[Archbishop Langton]
Chuck Lawson and the Night of the Invaders	2020	Chris Berg	NULL	NULL	[Dr. Tyrimpson]
My Best Friend's Bouquet	2020	Thomas Cadrot	1986	NULL	[Ted]
Finding Jesus	2020	Victor Merchan	NULL	NULL	[Henry]
Butlers in Love	2022	Edwin Perez	NULL	NULL	[Rodney]
Night Market Hero	2011	Alexei Huang	1981	NULL	NULL
Nina Forever	2015	Dennis Thickpenny	NULL	NULL	[Old Neighbour]
Lion	2016	Shankar Nisode	NULL	NULL	[Shankar]
Vixen Velvet's Zombie Massacre	2015	Michael Pitt	NULL	NULL	NULL
The Haunted House on Kirby Road	2016	Chris Kapeleris	NULL	NULL	[Drew]
Breathe	2017	Andrew Garfield	1983	NULL	[Robin Cavendish]
Outrage Coda	2017	Tatsuo Nadaka	1951	NULL	[Shiroyama]
For Me and My Gal	1942	Ben Blue	1901	1975	[Sid Simms]
Eva	1948	Birger Malmsten	1920	1991	[Bo]
Go for Broke!	1951	Henry Nakamura	1928	2008	[Tommy]
The Stranger Wore a Gun	1953	George Macready	1899	1973	[Jules Mourret]
Home from the Hill	1960	Ken Renard	1905	1993	[Chauncey]
Heroes of Fort Worth	1965	Paul Piaget	NULL	NULL	[Major Sam Allison]
War and Peace, Part III: The Year 1812	1967	Boris Zakhava	1896	1976	[Field Marshal Kutuzov]
Big Trouble in Little China	1986	James Hong	1929	NULL	[David Lo Pan]
Shipwrecked	1990	Stian Smestad	1976	NULL	[Haakon Haakonsen]
Riff-Raff	1991	Derek Young	NULL	2005	[Desmonde]
Beyond Rangoon	1995	Spalding Gray	1941	2004	[Jeremy Watt]
Bernie	1996	Roland Bertin	1930	NULL	[Ramonda]
Bliss	1997	Spalding Gray	1941	2004	[Alfred]
Two Came Back	1997	Steven Ford	1956	NULL	[Lt. Belwick]
R.I.P.D.	2013	James Hong	1929	NULL	[Nick's Avatar]
Moneyboys	2021	Yan-Ze Lu	NULL	NULL	[Xiangdong]
No Escapes	2020	Andrey Smolyakov	1958	NULL	[Gromov]
The Weekend Away	2022	Adrian Pezdirc	NULL	NULL	[Sebastian]
Route Irish	2010	Jack Fortune	NULL	NULL	[Haynes]
Deadly Code	2013	Jonas Trukanas	NULL	NULL	[Mel]
Crystal Fairy & the Magical Cactus	2013	Juan Andrés Silva	NULL	NULL	[Champa]
Gully Boy	2019	Siddhant Chaturvedi	1993	NULL	[MC Sher]
The Gunman	2015	Mark Rylance	1960	NULL	[Terrance Cox]
Trailer Park Boys: Don't Legalize It	2014	John Dunsworth	1946	2017	[Jim Lahey]
Wish Man	2019	Frank Whaley	1963	NULL	[Tom Wells]
Neon Bull	2015	Vinícius de Oliveira	1985	NULL	[Júnior]
Vengeance of the Phoenix Sisters	1968	Hsiao-Pao Ko	1939	NULL	[Innkeeper]
Sniper: Special Ops	2016	Anthony Batarse	NULL	NULL	[Bashir]
Project 'Gemini'	2022	Aeric Azana	NULL	NULL	[Frank]
Project 'Gemini'	2022	Aeric Azana	NULL	NULL	[Frank]
Appiness	2018	Mike Paterson	NULL	NULL	[Schlein]
The Next Kill	2018	James Hong	1929	NULL	[Shop Keep]
Her Name Was Christa	2020	Nick Boy	NULL	NULL	[Ameri-Cision Employee]
Picture Perfect Mysteries Picture Perfect Mysteries: Newlywed and Dead	2019	Trezzo Mahoro	1996	NULL	[Noah]
The Infinity Project	2018	Aaron Stielstra	NULL	NULL	[Duster]
Airport	1970	Burt Lancaster	1913	1994	[Mel Bakersfeld]
Black Mama White Mama	1973	Zaldy Zshornack	1937	2002	[Ernesto]
The Holy Mountain	1973	Alejandro Jodorowsky	1929	NULL	[The Alchemist]
Diary for My Children	1984	Sándor Oszter	1948	2021	[János]
Day of the Dead	1985	Gary Howard Klar	1947	2020	[Pvt. Walter Steel]
Police Story 2	1988	Bill Tung	1933	2006	[Bill Wong]
Joe Versus the Volcano	1990	Robert Stack	1919	2003	[Dr. Ellison]
1492: Conquest of Paradise	1992	Michael Wincott	1958	NULL	[Moxica]
All for the Winner	1990	Corey Yuen	1951	NULL	[Fishy Shing]
Mutant Action	1993	Jaime Blanch	1940	NULL	[El presentador loco]
Seven Swords	2005	Duncan Lai	1978	NULL	[Mu Lang]
Love Happens	2009	Dan Fogler	1976	NULL	[Lane]
Never Stop: A Music That Resists	2017	Carl Craig	NULL	NULL	NULL
A Real Vermeer	2016	Mingus Dagelet	NULL	NULL	[Jac van Meegeren]
The Devil's Rock	2011	Jonathan King	1967	NULL	[Suicide Soldier]
Typhoon	1962	Chi Li	NULL	NULL	NULL
Purge of Kingdoms	2019	Luís Moreira	1988	NULL	[Sam Farly]
See You Yesterday	2019	Rayshawn Richardson	NULL	NULL	[Jared]
Straight Shooting	1917	Vester Pegg	1887	1951	[Placer Fremont]
Variety	1925	Paul Rehkopf	1872	1949	[Zuschauer auf dem Jahrmarkt]
The Kung Fu Instructor	1979	Dick Wei	1953	NULL	[Meng Clan's Fighter]
Young Sherlock Holmes	1985	Alan Cox	1970	NULL	[John Watson]
Backbeat	1994	Kai Wiesinger	1966	NULL	[Klaus Voormann]
Poppitz	2002	Kai Wiesinger	1966	NULL	[Ben]
Hachi: A Dog's Tale	2009	Robbie Sublett	NULL	NULL	[Michael]
Snow Buddies	2008	Tyler Foden	NULL	NULL	[Bartleby]
Superman: Unbound	2013	Ian James Corlett	1962	NULL	[Kryptonian #1]
The Confessions	2016	Togo Igawa	1946	NULL	[Ministro giapponese]
Heartfall Arises	2016	Babyjohn Choi	1986	NULL	[Jack]
Love at First Glance	2017	Adrian Grenier	1976	NULL	[James]
Appiness	2018	Derek Johns	NULL	NULL	[Jack]
Valley of the Zombies	1946	Robert Livingston	1904	1988	[Dr. Terrance 'Terry' Evans]
The Stranger Wore a Gun	1953	Alfonso Bedoya	1904	1957	[Degas]
Boeing, Boeing	1965	Eugene Beaudino	NULL	NULL	[French Taxi Driver]
The Ancines Woods	1970	Víctor Israel	1929	2009	[Lameiro]
King Size	1988	Joachim Lamza	1951	NULL	[Zyl]
Hard to Kill	1990	Frederick Coffin	1943	2003	[Lt. Kevin O'Malley]
Jacob	1994	Christoph Waltz	1956	NULL	[Morash]
Le jardin des supplices	1976	Robert Bazil	1922	2023	NULL
Zero Tolerance	1999	Erik Ståhlberg	1962	NULL	[Hasse]
I Love It from Behind!	1981	Masahiro Yoshiwara	NULL	NULL	[Middle-aged man]
Stuck	2007	Patrick McKenna	1960	NULL	[Joe Lieber]
Pumpkinhead 4: Blood Feud	2007	Rob Freeman	NULL	NULL	[Dallas]
Los Hijos de San Luis	2020	José Onrubia	1993	NULL	[Victor]
In the Beginning	2009	Stéphan Wojtowicz	1963	NULL	[Marty]
Along for the Ride	2022	Paul Karmiryan	NULL	NULL	[Adam]
Blue	2021	Ken'ichi Matsuyama	1985	NULL	[Nobuto Urita]
Puppy Love	2012	Victor Webster	1973	NULL	[Ben]
Inch'Allah	2012	Gil Desiano	NULL	NULL	[Itamar]
Spectre	2015	Christoph Waltz	1956	NULL	[Blofeld]
Embrace of the Vampire	2013	Victor Webster	1973	NULL	[Professor Cole]
Embrace of the Vampire	2013	Victor Webster	1973	NULL	[Stefan]
Entertainment	2015	Juventino Martin	NULL	NULL	[Gael]
88	2015	Christopher Lloyd	1938	NULL	[Cyrus]
My Brilliant Life	2014	Cha Eun-Woo	1997	NULL	[A-Reum (healthy)]
VS.	2018	Shotty Horroh	NULL	NULL	[Slaughter]
MFKZ	2017	Redouanne Harjane	1984	NULL	[Willy]
Somebody's Xylophone	2016	Kô Maehara	1992	NULL	NULL
The Bridge Part 2	2016	Ted McGinley	1958	NULL	[Charlie]
Vampires vs. the Bronx	2020	Jaden Michael	2003	NULL	[Miguel Martinez]
Jam	2018	Nobuyuki Suzuki	1992	NULL	[Tetsuo Kawasaki]
Intentions of Murder	1964	Tomio Aoki	1923	2004	NULL
Werewolf Woman	1976	Elio Zamuto	1941	NULL	[Psychiatrist]
Real Life	1979	Joseph Schaffler	NULL	NULL	[Paul Lowell - Realtor]
The Great White Hype	1996	John Rhys-Davies	1944	NULL	[Johnny Windsor]
Eyes Wide Shut	1999	Sydney Pollack	1934	2008	[Victor Ziegler]
Spellbound	2003	Richard Ruccolo	1972	NULL	NULL
Battlestar Galactica: Razor	2007	Edward James Olmos	1947	NULL	[Admiral William Adama]
The Legend of Goemon	2009	Masatô Ibu	1949	NULL	[Ieyasu Tokugawa]
Firstness	2021	Caleb Cabrera	NULL	NULL	[Julian]
And Soon the Darkness	2010	Luis Sabatini	1960	NULL	[Luca]
Neds	2010	Joe Szula	NULL	NULL	[Benny]
Ace Wonder: Message from a Dead Man	2014	Jeff Moreland	NULL	NULL	[Jim Morton]
Tomboy	2011	Yohan Vero	NULL	NULL	[Vince]
Spectre	2015	Ralph Fiennes	1962	NULL	[M]
Scooby-Doo! Adventures: The Mystery Map	2013	John Rhys-Davies	1944	NULL	[Gnarlybeard]
VS.	2018	Connor Swindells	1996	NULL	[Adam]
The Lears	2017	Nic Bishop	NULL	NULL	[Kent Lear]
Sye Raa Narasimha Reddy	2019	Jagapathi Babu	1962	NULL	[Veera Reddy]
Diablo. The race for everything	2019	Wojciech Bocianowski	NULL	NULL	['Byk']
The Philadelphia Story	1940	Henry Daniell	1894	1963	[Sidney Kidd]
The Body Snatcher	1945	Henry Daniell	1894	1963	[Dr. Wolfe 'Toddy' MacFarlane]
Fear and Desire	1953	Frank Silvera	1914	1970	[Mac]
The Stranger Wore a Gun	1953	Lee Marvin	1924	1987	[Dan Kurth]
Contraband Spain	1955	Michael Denison	1915	1998	[British Agent Ricky Metcalfe]
Screams of a Winter Night	1979	Charles Rucker	NULL	NULL	[Alan]
Day of the Dead	1985	John Amplas	1949	NULL	[Ted Fisher]
Hell	1979	Yoshi Katô	1913	1988	[Haruichi Yamao]
The Lake House	2006	Kevin M. Brennan	NULL	NULL	[Waiter]
Seven Swords	2005	Yi Lu	1976	NULL	[Han Zhibang]
Seven Swords	2005	Li-Wu Tai	NULL	NULL	[Xin Longzi]
Look Both Ways	2022	Luke Wilson	1971	NULL	[Rick]
Richard The Lionheart	2013	Andrea Zirio	NULL	NULL	[Henry the Young]
Quarantine L.A.	2013	Dillaran Martin	NULL	NULL	[Jared Quinn]
Terror in Woods Creek	2017	Royce Hobson	NULL	NULL	[the Drifter]
Nina Forever	2015	Sean Verey	NULL	NULL	[Josh]
Documented	2013	Leonila Salinas	NULL	NULL	NULL
88	2015	Mickey Moon	NULL	NULL	[Izzy]
My Brilliant Life	2014	Gang Dong-won	1981	NULL	[Dae-soo]
Top Coat Cash	2017	Rich Zvosec	NULL	NULL	[Tom Perkins]
The Talent	2013	Ngo Kien Huy	1988	NULL	[Nguyen]
Magellan	2017	Jim Horning	NULL	NULL	[Navigation Engineer]
Drib	2017	Roy Abramsohn	NULL	NULL	[Hotel Clerk]
Kill Ben Lyk	2018	Daz Black	NULL	NULL	[Young Ben Lyk]
Echoes of Fear	2018	Ian Heath	NULL	NULL	[Squatter]
Echoes of Fear	2018	Anatol Felsen	NULL	NULL	NULL
Amityville: Mt. Misery Rd.	2018	Curtis Wyka	NULL	NULL	[Curt]
Little Lord Fauntleroy	1936	Jackie Searl	1921	1991	[Tom]
The Neanderthal Man	1953	Dick Rich	1909	1967	[Sheriff Andy Andrews]
